ID_Formulario,Nombre_Curso,¿Se dio a conocer el objetivo de la capacitación?,¿Se cumplió el objetivo de la capacitación?,¿Los contenidos brindados fueron coherentes con el objetivo planteado?,¿Los temas se desarrollaron en el tiempo previsto?,¿La capacitación aportó nuevos conceptos y/o técnicas que antes no conocía?,¿Los conocimientos recibidos durante la capacitación le permitirán llevarlos a la práctica en su vida cotidiana?,¿La metodología utilizada por el facilitador permitió el entendimiento de los contenidos?,¿El facilitador demostró el dominio del tema brindado?,¿Durante el desarrollo de la capacitación se propició la participación de los asistentes?,¿Durante la capacitación se dio espacio para la solución de inquietudes?,¿Cómo califica las condiciones del espacio físico o medio virtual en el que se desarrolló la capacitación?,¿El material utilizado permitió el entendimiento del tema?,"En general, ¿Cómo se sintió con la actividad de capacitación realizada?"
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,4,4,4,4,4,4,4,2,4,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,4,4,4,4,4,1,2,2,3,3,3
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,5,5,4,5,5,4,5,3,3,4,4,3
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,4,5,5,4,4,5,4,5,4,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,4,5,5,5,5,5,5,1,1,4,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,4,4,5,5,4,4,4,4,4,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),3,3,5,3,4,4,2,3,1,1,3,4,3
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,4,5,5,5,5,5,3,5,3,4,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,3,3,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,4,5,3,5,3,2,4,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,3,3,4,4,4,4,4,3,3,3,3
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,4,4,5,4,4,4,4,2,2,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,4,4,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,4,5,4,5,5,5,5,4,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,3,3,4,4,3,3,3,3,3,3,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,4,3,5,5,3,3,2,4,4,3
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,5,5,5,5,4,4,4,4,1,3,5,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,4,4,4,3,3,3,3,4,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),1,1,1,1,1,2,1,1,1,1,1,1,1
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,4,5,5,4,4,1,1,1,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,4,4,5,4,4,4,4,4,4,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,4,4,4,4,4,3,3,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,4,5,5,5,5,4,5,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,4,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,4,4,5,3,3,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,2,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,4,4,4,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,5,5,5,4,5,5,3,5,3,5,5,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),3,3,4,4,4,4,4,3,4,3,4,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,4,4,3,5,4,3,5,5,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,4,5,5,5,4,4,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,4,3,4,4,4,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,4,4,5,5,4,4,5,4,4,5,4,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,4,4,4,4,4,4,4,3,4,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),3,4,4,3,4,4,4,4,4,4,4,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,4,5,4,5,4,4,3,3,4,5,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,4,4,5,4,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,4,4,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,4,4,5,5,4,4,5,5,5,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,3,4,5,5,5,2,2,4,5,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,4,4,5,5,4,3,1,1,3,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),3,3,5,3,5,5,4,5,3,3,3,5,3
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,4,4,4,4,4,4,3,4,4,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,4,5,5,5,4,1,1,3,5,3
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,4,5,5,5,5,3,3,4,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,4,4,4,4,4,4,4,2,4,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),3,4,4,4,5,3,3,5,1,1,4,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,3,3,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),3,4,4,4,5,5,3,4,1,1,4,3,3
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,4,4,4,4,4,5,4,4,4,3
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,4,5,4,5,5,4,4,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,4,4,5,4,4,4,3,3,4,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,4,4,4,3,4,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,4,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,1,5,5,5,5,5,1,5,5,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,3,4,4,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,4,5,5,5,5,4,4,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,4,4,4,5,3,4,3,4,2,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,4,4,5,5,4,3,5,4,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,5,4,4,5,5,4,4,4,4,4,4,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,4,4,4,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,4,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,4,4,4,5,4,4,5,4,3,3,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,4,4,4,4,4,4,4,4,4,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,4,4,4,5,4,4,4,1,3,4,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,4,4,4,4,4,4,3,3,3,3,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,4,3,5,4,3,5,2,2,4,3,4
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),5,5,5,5,5,5,5,5,5,5,5,5,5
1guZiH_PrAn9Om_IpVs4WNydUVL5F1Nznzed7yP4yu-Q,Proceso de inducción y reinducción 2025 - (PIR_SSPM_2025),4,4,5,5,5,5,5,4,4,5,5,5,4
